t,func,frame_id,raw0,raw1,raw2,raw3,gsx,gsy,gsz,agc,res0,res1,res2,res3,res4,res5
2.935,HRV,88,11976314,13658745,11145031,12241381,-139,211,-444,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.935,HRV,89,11972971,13694747,11132019,12261873,-128,208,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.935,HRV,90,11979752,13740979,11123640,12279549,-110,211,-460,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.935,HRV,91,11996098,13782833,11126686,12293548,-115,227,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.997,HRV,92,12005952,13813877,11132949,12303522,-113,236,-442,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.997,HRV,93,12008614,13836041,11135739,12304894,-106,240,-445,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.997,HRV,94,12010182,13845212,11132097,12302941,-112,239,-442,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.997,HRV,95,12014168,13857805,11126302,12302404,-112,233,-440,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.997,HRV,96,12025395,13879381,11127250,12306166,-109,225,-440,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.997,HRV,97,12038439,13906406,11132259,12311695,-116,226,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.999,HRV,98,12053463,13938826,11141437,12319015,-108,229,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.999,HRV,99,12065362,13974751,11151904,12327802,-99,232,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.999,HRV,100,12074398,14006940,11157408,12337450,-122,232,-444,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
2.999,HRV,101,12078254,14033805,11159890,12345129,-123,230,-444,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,805,805,800,0,20,3
3.067,HRV,102,12083169,14049767,11159582,12352781,-116,229,-444,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.067,HRV,103,12091615,14066395,11160625,12361901,-114,229,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.067,HRV,104,12103916,14082398,11162383,12373000,-108,230,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.067,HRV,105,12115271,14094539,11163772,12384782,-105,231,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.067,HRV,106,12128588,14109348,11165411,12396154,-115,231,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.067,HRV,107,12142673,14125754,11168090,12409139,-115,218,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.116,HRV,108,12154004,14138023,11171545,12421219,-112,212,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.116,HRV,109,12162177,14149982,11173831,12432232,-109,227,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.116,HRV,110,12169199,14158891,11176108,12442138,-109,229,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.116,HRV,111,12174886,14168342,11180017,12449679,-109,231,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.116,HRV,112,12181065,14178212,11185179,12455839,-110,237,-442,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.178,HRV,113,12180970,14180226,11187917,12459969,-108,229,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.178,HRV,114,12164258,14169672,11180160,12457085,-105,223,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.178,HRV,115,12150624,14160168,11171459,12451233,-105,223,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.178,HRV,116,12146820,14158437,11167022,12448408,-111,227,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.178,HRV,117,12147963,14160417,11165546,12449262,-114,229,-444,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.178,HRV,118,12150864,14162652,11167015,12452340,-112,229,-445,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.596,HRV,119,12153448,14165850,11169164,12455149,-109,217,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.596,HRV,120,12156758,14172173,11171203,12457878,-127,206,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.838,HR,121,12159703,14177428,11172593,12459208,-104,218,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.838,HR,122,12161954,14180602,11173694,12459414,-103,222,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.838,HR,123,12163389,14181010,11174334,12460029,-103,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.838,HR,124,12165087,14180883,11174436,12461810,-104,225,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.838,HR,125,12166654,14182557,11174309,12464524,-106,227,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.894,HR,126,12168974,14185601,11174590,12468235,-103,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,65,95,0,1,0,0
3.894,HR,127,12172276,14188732,11175570,12472688,-97,217,-458,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.894,HR,128,12176482,14192477,11177219,12477116,-101,223,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.894,HR,129,12180612,14195940,11179434,12481305,-103,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.894,HR,130,12184435,14200155,11181960,12485280,-103,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.895,HR,131,12187421,14203441,11183948,12489118,-103,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.895,HR,132,12190885,14206962,11186543,12492812,-103,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.895,HR,133,12194346,14210495,11189077,12496243,-102,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.895,HR,134,12191771,14208072,11188930,12496243,-102,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.895,HR,135,12177141,14191700,11182423,12486901,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
3.895,HR,136,12166210,14176950,11176662,12477670,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.014,HR,137,12161706,14167473,11175035,12472388,-102,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.014,HR,138,12159703,14160920,11175152,12470539,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.014,HR,139,12157527,14156910,11174726,12470358,-101,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.014,HR,140,12156017,14153447,11174975,12470196,-101,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.014,HR,141,12156306,14152448,11175461,12471495,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.014,HR,142,12156076,14150152,11176569,12472143,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.017,HR,143,12154115,14146612,11176790,12471997,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.017,HR,144,12153245,14141614,11176884,12470905,-100,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.018,HR,145,12152620,14137937,11177558,12471126,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.018,HR,146,12153090,14135564,11179309,12472527,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.018,HR,147,12155582,14134320,11181449,12474300,-99,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.018,HR,148,12158362,14134277,11184060,12477227,-99,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.079,HR,149,12161469,14134772,11186841,12479957,-99,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.079,HR,150,12163966,14135309,11189238,12483055,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.079,HR,151,12166817,14135914,11192198,12486049,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,64,96,0,1,0,0
4.079,HR,152,12170119,14136750,11194579,12489928,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.079,HR,153,12171842,14137800,11196950,12493163,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.079,HR,154,12174606,14138994,11199638,12497164,-120,216,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.101,HRV,121,12159703,14177428,11172593,12459208,-104,218,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.101,HRV,122,12161954,14180602,11173694,12459414,-103,222,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.101,HRV,123,12163389,14181010,11174334,12460029,-103,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.101,HRV,124,12165087,14180883,11174436,12461810,-104,225,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.101,HRV,125,12166654,14182557,11174309,12464524,-106,227,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.137,HRV,126,12168974,14185601,11174590,12468235,-103,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,930,840,0,0,20,2
4.137,HRV,127,12172276,14188732,11175570,12472688,-97,217,-458,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.137,HRV,128,12176482,14192477,11177219,12477116,-101,223,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.137,HRV,129,12180612,14195940,11179434,12481305,-103,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.137,HRV,130,12184435,14200155,11181960,12485280,-103,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.196,HRV,131,12187421,14203441,11183948,12489118,-103,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.196,HRV,132,12190885,14206962,11186543,12492812,-103,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.196,HRV,133,12194346,14210495,11189077,12496243,-102,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.196,HRV,134,12191771,14208072,11188930,12496243,-102,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.196,HRV,135,12177141,14191700,11182423,12486901,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.196,HRV,136,12166210,14176950,11176662,12477670,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.221,HRV,137,12161706,14167473,11175035,12472388,-102,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.221,HRV,138,12159703,14160920,11175152,12470539,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.221,HRV,139,12157527,14156910,11174726,12470358,-101,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.221,HRV,140,12156017,14153447,11174975,12470196,-101,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.221,HRV,141,12156306,14152448,11175461,12471495,-101,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.221,HRV,142,12156076,14150152,11176569,12472143,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.254,HRV,143,12154115,14146612,11176790,12471997,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.254,HRV,144,12153245,14141614,11176884,12470905,-100,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.254,HRV,145,12152620,14137937,11177558,12471126,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.254,HRV,146,12153090,14135564,11179309,12472527,-100,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.254,HRV,147,12155582,14134320,11181449,12474300,-99,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.254,HRV,148,12158362,14134277,11184060,12477227,-99,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.316,HRV,149,12161469,14134772,11186841,12479957,-99,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.316,HRV,150,12163966,14135309,11189238,12483055,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.316,HRV,151,12166817,14135914,11192198,12486049,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,815,815,0,0,20,2
4.316,HRV,152,12170119,14136750,11194579,12489928,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.316,HRV,153,12171842,14137800,11196950,12493163,-98,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
4.341,HRV,154,12174606,14138994,11199638,12497164,-120,216,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.335,HR,155,12178164,14139841,11202752,12500389,-96,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.335,HR,156,12181720,14140768,11205943,12504417,-96,227,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.335,HR,157,12186099,14141528,11209047,12508221,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.335,HR,158,12189255,14143849,11211667,12512727,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.335,HR,159,12193792,14145632,11214943,12516745,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.396,HR,160,12197606,14146921,11218440,12521000,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.396,HR,161,12190705,14139703,11216615,12519566,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.396,HR,162,12173439,14119219,11208262,12508254,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.396,HR,163,12160599,14100579,11202087,12497591,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.396,HR,164,12154446,14089983,11199153,12492473,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.396,HR,165,12152093,14082936,11198682,12489861,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.422,HR,166,12150198,14077560,11198486,12488734,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.422,HR,167,12149038,14072118,11198845,12487984,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.422,HR,168,12148662,14068767,11199740,12488052,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.422,HR,169,12148595,14065404,11201079,12488489,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.422,HR,170,12148031,14060713,11201489,12488113,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.422,HR,171,12146087,14056718,11201439,12487780,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.456,HR,172,12145865,14053306,11202162,12488191,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.456,HR,173,12146760,14050610,11203442,12489622,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.457,HR,174,12148550,14049843,11205798,12491660,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.457,HR,175,12151051,14050406,11208135,12494614,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.457,HR,176,12154251,14051106,11210710,12497609,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,64,96,0,1,0,0
5.531,HR,177,12157296,14051977,11213544,12500440,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.531,HR,178,12160282,14053092,11216230,12503374,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.531,HR,179,12163303,14054297,11218910,12506872,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.531,HR,180,12166074,14055533,11221273,12509840,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.531,HR,181,12169606,14057001,11224225,12512826,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.531,HR,182,12173198,14058237,11227263,12515891,-95,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.541,HR,183,12177046,14060038,11230275,12519294,-95,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.541,HR,184,12181653,14062315,11233422,12522894,-95,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.541,HR,185,12185704,14064430,11236764,12526511,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.541,HR,186,12189571,14067479,11239674,12530565,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.541,HR,187,12193544,14070360,11242542,12534189,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.541,HR,188,12197666,14073388,11246167,12537977,-98,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.579,HRV,155,12178164,14139841,11202752,12500389,-96,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.579,HRV,156,12181720,14140768,11205943,12504417,-96,227,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.579,HRV,157,12186099,14141528,11209047,12508221,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.579,HRV,158,12189255,14143849,11211667,12512727,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.579,HRV,159,12193792,14145632,11214943,12516745,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.638,HRV,160,12197606,14146921,11218440,12521000,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.639,HRV,161,12190705,14139703,11216615,12519566,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.639,HRV,162,12173439,14119219,11208262,12508254,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.639,HRV,163,12160599,14100579,11202087,12497591,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.639,HRV,164,12154446,14089983,11199153,12492473,-96,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.639,HRV,165,12152093,14082936,11198682,12489861,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.722,HRV,166,12150198,14077560,11198486,12488734,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.722,HRV,167,12149038,14072118,11198845,12487984,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.722,HRV,168,12148662,14068767,11199740,12488052,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.722,HRV,169,12148595,14065404,11201079,12488489,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.722,HRV,170,12148031,14060713,11201489,12488113,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.722,HRV,171,12146087,14056718,11201439,12487780,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.813,HRV,172,12145865,14053306,11202162,12488191,-96,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.813,HRV,173,12146760,14050610,11203442,12489622,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.813,HRV,174,12148550,14049843,11205798,12491660,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.813,HRV,175,12151051,14050406,11208135,12494614,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.813,HRV,176,12154251,14051106,11210710,12497609,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,802,0,0,0,20,1
5.819,HRV,177,12157296,14051977,11213544,12500440,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.819,HRV,178,12160282,14053092,11216230,12503374,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.819,HRV,179,12163303,14054297,11218910,12506872,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.819,HRV,180,12166074,14055533,11221273,12509840,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.819,HRV,181,12169606,14057001,11224225,12512826,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.819,HRV,182,12173198,14058237,11227263,12515891,-95,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.904,HRV,183,12177046,14060038,11230275,12519294,-95,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.904,HRV,184,12181653,14062315,11233422,12522894,-95,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.904,HRV,185,12185704,14064430,11236764,12526511,-95,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.904,HRV,186,12189571,14067479,11239674,12530565,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.904,HRV,187,12193544,14070360,11242542,12534189,-96,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
5.904,HRV,188,12197666,14073388,11246167,12537977,-98,225,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
6.296,HR,189,12202145,14075206,11249298,12541450,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
6.296,HR,190,12202306,14075387,11250647,12543233,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
6.296,HR,191,12189168,14061078,11245492,12534805,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
