t,func,frame_id,raw0,raw1,raw2,raw3,gsx,gsy,gsz,agc,res0,res1,res2,res3,res4,res5
112.821,HR,124,12832213,13783737,11284386,12556080,-86,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.853,HR,125,12833561,13789862,11284107,12562982,-85,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.854,HR,126,12839018,13797729,11286988,12568639,-84,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.855,HRV,93,12906657,13815293,11340455,12627086,-86,196,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.855,HRV,94,12903737,13818859,11336881,12629339,-86,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.855,HRV,95,12899822,13821129,11332904,12627010,-86,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.855,HRV,96,12893748,13822511,11327265,12622771,-86,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.855,HRV,97,12890948,13824344,11323759,12617430,-87,195,-465,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,98,12895122,13827168,11324997,12615970,-87,196,-464,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,99,12908924,13828080,11331685,12622060,-88,196,-464,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,100,12922104,13826990,11340217,12624921,-88,195,-465,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,101,12933717,13827118,11347665,12625595,-88,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,102,12942980,13827989,11354157,12626167,-88,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,103,12950582,13830802,11360698,12626950,-88,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,104,12957435,13834175,11366023,12627010,-89,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,105,12962126,13837158,11370913,12627752,-89,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,106,12967287,13840760,11375545,12629091,-89,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,107,12973387,13844836,11379835,12629970,-89,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
112.92,HRV,108,12980033,13847780,11384536,12631753,-90,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.063,HRV,109,12987037,13851534,11388903,12633775,-91,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.063,HRV,110,12995260,13856286,11393289,12635841,-91,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,1120,0,0,0,100,1
113.063,HRV,111,13003946,13860278,11397810,12637896,-91,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.064,HRV,112,13011351,13861397,11399833,12643415,-89,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.064,HRV,113,13012111,13864101,11398740,12647492,-86,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.098,HRV,114,12975938,13851415,11384391,12636224,-83,192,-469,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.098,HRV,115,12937429,13822401,11363523,12613121,-85,192,-469,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.098,HRV,116,12914521,13799323,11348918,12593917,-86,192,-469,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.098,HRV,117,12902602,13789358,11337955,12585233,-89,192,-468,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.098,HRV,118,12894258,13791840,11326676,12582622,-91,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.123,HRV,119,12884508,13794153,11316347,12579585,-93,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.123,HRV,120,12878357,13795349,11309827,12577348,-91,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.123,HRV,121,12868437,13798727,11302696,12575055,-89,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.123,HRV,122,12850860,13791106,11294779,12561883,-86,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.123,HRV,123,12837621,13782159,11287756,12553838,-86,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.123,HRV,124,12832213,13783737,11284386,12556080,-86,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.152,HRV,125,12833561,13789862,11284107,12562982,-85,193,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
113.152,HRV,126,12839018,13797729,11286988,12568639,-84,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.202,HR,127,12846792,13805867,11290777,12575506,-88,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.202,HR,128,12857217,13814380,11295597,12584457,-89,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.202,HR,129,12868264,13823697,11300895,12591939,-87,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.202,HR,130,12879561,13831392,11305417,12599708,-81,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.202,HR,131,12887631,13840171,11308769,12609129,-86,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.237,HR,132,12897714,13849845,11312522,12616158,-88,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.237,HR,133,12908413,13859699,11316747,12623878,-83,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.237,HR,134,12918386,13867470,11320022,12630934,-84,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.237,HR,135,12930866,13875447,11324425,12637376,-86,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,56,100,0,1,0,0
114.237,HR,136,12941865,13885241,11328041,12645292,-87,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.263,HR,137,12950917,13895078,11331010,12653346,-87,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.263,HR,138,12961520,13903856,11334465,12661955,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.263,HR,139,12972987,13910800,11340088,12670299,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.263,HR,140,12985143,13915594,11345907,12677702,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.263,HR,141,12955327,13908114,11341504,12672242,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.356,HR,142,12916579,13881256,11326284,12652568,-87,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.356,HR,143,12889645,13858708,11312020,12633058,-89,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.356,HR,144,12877820,13845929,11304306,12620101,-89,194,-465,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.356,HR,145,12873581,13837203,11301492,12611331,-86,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.356,HR,146,12870456,13830564,11299394,12605861,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.356,HR,147,12866755,13832057,11293200,12601767,-85,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.417,HR,148,12865365,13833132,11288405,12601485,-85,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.417,HR,149,12858666,13834078,11282323,12603036,-84,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.417,HR,150,12851944,13835682,11275267,12604538,-83,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.417,HR,151,12844412,13835384,11268785,12605383,-86,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.417,HR,152,12839028,13835761,11264169,12604598,-88,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.417,HR,153,12835342,13835179,11261464,12603344,-87,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.418,HR,154,12835931,13835384,11261559,12602090,-87,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.418,HR,155,12839402,13834838,11263204,12600664,-87,196,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.418,HR,156,12842346,13833550,11266206,12598037,-91,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.418,HR,157,12845837,13830359,11270464,12596118,-90,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.418,HR,158,12848055,13827432,11275405,12593472,-88,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.418,HR,159,12850528,13826829,11280760,12591605,-92,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.443,HR,160,12854735,13827748,11285957,12592203,-90,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,56,100,0,1,0,0
114.478,HRV,127,12846792,13805867,11290777,12575506,-88,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.478,HRV,128,12857217,13814380,11295597,12584457,-89,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.478,HRV,129,12868264,13823697,11300895,12591939,-87,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.478,HRV,130,12879561,13831392,11305417,12599708,-81,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.478,HRV,131,12887631,13840171,11308769,12609129,-86,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.539,HRV,132,12897714,13849845,11312522,12616158,-88,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,133,12908413,13859699,11316747,12623878,-83,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,134,12918386,13867470,11320022,12630934,-84,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,135,12930866,13875447,11324425,12637376,-86,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,1157,0,0,0,100,1
114.54,HRV,136,12941865,13885241,11328041,12645292,-87,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,137,12950917,13895078,11331010,12653346,-87,193,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,138,12961520,13903856,11334465,12661955,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,139,12972987,13910800,11340088,12670299,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,140,12985143,13915594,11345907,12677702,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.54,HRV,141,12955327,13908114,11341504,12672242,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.596,HRV,142,12916579,13881256,11326284,12652568,-87,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.596,HRV,143,12889645,13858708,11312020,12633058,-89,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.596,HRV,144,12877820,13845929,11304306,12620101,-89,194,-465,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.596,HRV,145,12873581,13837203,11301492,12611331,-86,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.596,HRV,146,12870456,13830564,11299394,12605861,-85,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
114.596,HRV,147,12866755,13832057,11293200,12601767,-85,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.017,HRV,148,12865365,13833132,11288405,12601485,-85,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.017,HRV,149,12858666,13834078,11282323,12603036,-84,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.017,HRV,150,12851944,13835682,11275267,12604538,-83,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.017,HRV,151,12844412,13835384,11268785,12605383,-86,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.017,HRV,152,12839028,13835761,11264169,12604598,-88,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.017,HRV,153,12835342,13835179,11261464,12603344,-87,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,154,12835931,13835384,11261559,12602090,-87,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,155,12839402,13834838,11263204,12600664,-87,196,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,156,12842346,13833550,11266206,12598037,-91,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,157,12845837,13830359,11270464,12596118,-90,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,158,12848055,13827432,11275405,12593472,-88,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,159,12850528,13826829,11280760,12591605,-92,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.136,HRV,160,12854735,13827748,11285957,12592203,-90,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,1120,0,0,0,100,1
115.375,HR,161,12862909,13833192,11291392,12596971,-86,197,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.375,HR,162,12873844,13838482,11296672,12603353,-83,196,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.375,HR,163,12885174,13844369,11301015,12610623,-81,196,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.375,HR,164,12897903,13850469,11304871,12616558,-81,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.375,HR,165,12910521,13855417,11309162,12622402,-81,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.439,HR,166,12917533,13860994,11313035,12626353,-82,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.439,HR,167,12881199,13852156,11302822,12613410,-82,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.439,HR,168,12840847,13830369,11285343,12593371,-82,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.439,HR,169,12815448,13812845,11271162,12576616,-79,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.439,HR,170,12800432,13802241,11261250,12567334,-75,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.439,HR,171,12793470,13799469,11254408,12565645,-74,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.462,HR,172,12788549,13796175,11248770,12569859,-78,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.462,HR,173,12787482,13796448,11246407,12578545,-82,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.462,HR,174,12787227,13796781,11245051,12588124,-82,195,-468,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.462,HR,175,12783567,13797112,11241500,12592406,-82,195,-468,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.462,HR,176,12777861,13795091,11237686,12594497,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.462,HR,177,12773142,13793326,11233932,12595008,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.497,HR,178,12770863,13793078,11231792,12596058,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.497,HR,179,12772605,13792711,11231910,12597552,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.497,HR,180,12775445,13794510,11232968,12600315,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.498,HR,181,12779718,13797880,11233865,12603590,-83,196,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.498,HR,182,12784037,13802191,11235051,12608428,-85,196,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.498,HR,183,12788277,13806157,11236936,12612558,-86,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.557,HR,184,12791817,13808928,11238541,12616158,-85,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.557,HR,185,12795307,13814031,11239214,12620355,-84,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,56,100,0,1,0,0
115.557,HR,186,12799280,13817742,11240297,12624212,-83,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.557,HR,187,12803701,13821888,11242167,12628161,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.557,HR,188,12808487,13826026,11243668,12632402,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.582,HR,189,12813810,13830394,11245307,12636063,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.582,HR,190,12818973,13835264,11247533,12639934,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.582,HR,191,12825736,13840230,11250477,12644200,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.582,HR,192,12833313,13846049,11253897,12648747,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.582,HR,193,12832076,13848770,11254947,12650768,-81,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.582,HR,194,12801381,13834718,11243906,12636998,-83,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.617,HRV,161,12862909,13833192,11291392,12596971,-86,197,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.617,HRV,162,12873844,13838482,11296672,12603353,-83,196,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.617,HRV,163,12885174,13844369,11301015,12610623,-81,196,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.617,HRV,164,12897903,13850469,11304871,12616558,-81,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.617,HRV,165,12910521,13855417,11309162,12622402,-81,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.704,HRV,166,12917533,13860994,11313035,12626353,-82,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.704,HRV,167,12881199,13852156,11302822,12613410,-82,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.704,HRV,168,12840847,13830369,11285343,12593371,-82,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.704,HRV,169,12815448,13812845,11271162,12576616,-79,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.704,HRV,170,12800432,13802241,11261250,12567334,-75,194,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.704,HRV,171,12793470,13799469,11254408,12565645,-74,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.798,HRV,172,12788549,13796175,11248770,12569859,-78,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.798,HRV,173,12787482,13796448,11246407,12578545,-82,194,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.799,HRV,174,12787227,13796781,11245051,12588124,-82,195,-468,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.799,HRV,175,12783567,13797112,11241500,12592406,-82,195,-468,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.799,HRV,176,12777861,13795091,11237686,12594497,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.799,HRV,177,12773142,13793326,11233932,12595008,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.822,HRV,178,12770863,13793078,11231792,12596058,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.823,HRV,179,12772605,13792711,11231910,12597552,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.823,HRV,180,12775445,13794510,11232968,12600315,-82,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.823,HRV,181,12779718,13797880,11233865,12603590,-83,196,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.823,HRV,182,12784037,13802191,11235051,12608428,-85,196,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.823,HRV,183,12788277,13806157,11236936,12612558,-86,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.855,HRV,184,12791817,13808928,11238541,12616158,-85,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.855,HRV,185,12795307,13814031,11239214,12620355,-84,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,1117,0,0,0,100,1
115.855,HRV,186,12799280,13817742,11240297,12624212,-83,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.855,HRV,187,12803701,13821888,11242167,12628161,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.917,HRV,188,12808487,13826026,11243668,12632402,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.917,HRV,189,12813810,13830394,11245307,12636063,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.917,HRV,190,12818973,13835264,11247533,12639934,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.917,HRV,191,12825736,13840230,11250477,12644200,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.917,HRV,192,12833313,13846049,11253897,12648747,-81,195,-467,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
115.917,HRV,193,12832076,13848770,11254947,12650768,-81,195,-466,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
